superkingdom	phylum	class	order	family	genus	species
TRINITY_DN183694_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183719_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN18371_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN18371_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN183725_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183740_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN183762_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183762_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183781_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN18378_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183790_c0_g1_i1	Eukaryota	Chordata	NA	NA	NA	NA	NA
TRINITY_DN183793_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Orbicella	NA
TRINITY_DN183793_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Orbicella	NA
TRINITY_DN18379_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183801_c0_g1_i1	Eukaryota	NA	NA	NA	NA	NA	NA
TRINITY_DN183807_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18380_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183810_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata
TRINITY_DN183825_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183837_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183840_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Corallimorpharia	Ricordeidae	Ricordea	Ricordea florida
TRINITY_DN183842_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN183866_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	Oculina arbuscula
TRINITY_DN183868_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN183893_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
TRINITY_DN183894_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183894_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1838_c3_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183911_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183916_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites divaricata
TRINITY_DN183929_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN183941_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183943_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN183944_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183950_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183953_c3_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN183970_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN183984_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Cyphastrea	Cyphastrea salae
TRINITY_DN183986_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN183989_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN184000_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184003_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184009_c0_g1_i1	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
TRINITY_DN184015_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN184031_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN184034_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN184035_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN184037_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Orbicella	Orbicella franksi
TRINITY_DN184037_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184048_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora damicornis
TRINITY_DN184050_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184052_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN18408_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i13	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i14	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i17	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i18	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i19	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN18408_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i20	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i22	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i23	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i24	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN18408_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN18408_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18408_c0_g1_i8	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN18408_c2_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184098_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184102_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata
TRINITY_DN184104_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Actiniaria	Actiniidae	NA	NA
TRINITY_DN184109_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	Blastomussa	Blastomussa wellsi
TRINITY_DN184112_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184131_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN184131_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	NA	NA
TRINITY_DN184132_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184135_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN184152_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN184154_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184160_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184165_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184171_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN184174_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18417_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184184_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184186_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	NA	NA
TRINITY_DN18418_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18418_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184190_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18419_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184203_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
TRINITY_DN184209_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Lobophylliidae	Micromussa	Micromussa lordhowensis
TRINITY_DN184212_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN184227_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora spicifera
TRINITY_DN184239_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN184240_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN184255_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN184300_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN184306_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN18430_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184315_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	Oculina arbuscula
TRINITY_DN184316_c0_g1_i1	Eukaryota	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Spialia	Spialia rosae
TRINITY_DN184318_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18432_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN184333_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184334_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN184334_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN184339_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Corallimorpharia	Ricordeidae	Ricordea	Ricordea florida
TRINITY_DN184341_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184341_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184343_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184347_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN18434_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Isopora	Isopora palifera
TRINITY_DN18434_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Isopora	Isopora palifera
TRINITY_DN184354_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN184355_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184359_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18435_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184364_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184389_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184390_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN184396_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN184400_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN184406_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN184412_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN184416_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184418_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN184421_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184429_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184448_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Orbicella	Orbicella franksi
TRINITY_DN184451_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN184467_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN184470_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN18447_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184480_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184488_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis auretenra
TRINITY_DN184515_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	Dendrogyra	Dendrogyra cylindrus
TRINITY_DN184516_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora palawanensis
TRINITY_DN184522_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184526_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184527_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN184533_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN18454_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184550_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN184555_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	Oculina arbuscula
TRINITY_DN184558_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	NA	NA
TRINITY_DN184568_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184569_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Lobophylliidae	Micromussa	Micromussa lordhowensis
TRINITY_DN184575_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN184598_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184599_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18459_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1845_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1845_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1845_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184606_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	Oculina arbuscula
TRINITY_DN184609_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN184615_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184625_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184630_c0_g1_i1	Eukaryota	Streptophyta	Magnoliopsida	NA	NA	NA	NA
TRINITY_DN184634_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	Turbinaria reniformis
TRINITY_DN184643_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Corallimorpharia	Ricordeidae	Ricordea	Ricordea florida
TRINITY_DN184648_c0_g1_i1	Eukaryota	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes chrysocephala
TRINITY_DN184649_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN184661_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN184669_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites lutea
TRINITY_DN184688_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184692_c0_g1_i1	Eukaryota	NA	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium kawagutii
TRINITY_DN1846_c0_g1_i10	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1846_c0_g1_i11	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN1846_c0_g1_i13	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1846_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN1846_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1846_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN1846_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1846_c0_g1_i8	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN1846_c1_g1_i10	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN1846_c1_g1_i11	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN1846_c1_g1_i17	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora spicifera
TRINITY_DN1846_c1_g1_i20	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN1846_c1_g1_i7	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN1846_c1_g1_i8	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1846_c1_g1_i9	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1846_c1_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1846_c1_g4_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN184701_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184706_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites divaricata
TRINITY_DN184729_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184738_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN18474_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN184755_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184775_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18478_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1847_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	NA	NA
TRINITY_DN1847_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1847_c1_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184801_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN184806_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN184808_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184818_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184819_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN184832_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184833_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN184840_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN184861_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN18487_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN18487_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN18487_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN18487_c0_g2_i1	Eukaryota	NA	NA	NA	NA	NA	NA
TRINITY_DN18489_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN18489_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184902_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184903_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184910_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN184914_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Lobophylliidae	Micromussa	Micromussa lordhowensis
TRINITY_DN18491_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN18491_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN18491_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN18491_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN18491_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN18491_c0_g3_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis auretenra
TRINITY_DN18491_c1_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN18492_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN18492_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN184930_c0_g1_i1	Eukaryota	NA	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
